route_id,date,avg_temperature,rainfall_mm,weather_condition,traffic_level,road_incident_flag
1,2025-01-01,36.86867683722437,6.675701058009903,Clear,Medium,0
1,2025-01-02,17.663781180402825,16.62259597505667,Clear,Medium,0
1,2025-01-03,39.04028605636117,0.0,Clear,Low,0
1,2025-01-04,30.696595650052537,2.073693796697947,Fog,Medium,0
1,2025-01-05,34.99229655006978,0.11113880956308808,Clear,Medium,0
1,2025-01-06,17.49408894257106,20.889403284440828,Storm,Low,0
1,2025-01-07,26.928659399726232,1.3842268855660627,Rain,High,0
1,2025-01-08,35.23568721157037,0.0,Fog,Medium,1
1,2025-01-09,39.144261097107176,11.087355891244169,Rain,Medium,0
1,2025-01-10,39.05489690694978,0.0,Fog,High,0
1,2025-01-11,27.788141020237326,1.0001797217109005,Storm,Medium,0
1,2025-01-12,29.640104195987682,0.0,Rain,Low,0
1,2025-01-13,17.135212070206634,0.0,Clear,Medium,0
1,2025-01-14,25.797963278645717,0.0,Storm,High,0
1,2025-01-15,15.485031140455385,15.921029610193338,Rain,High,0
1,2025-01-16,24.257326661032945,0.0,Fog,High,1
1,2025-01-17,16.942810459793137,0.0,Clear,Medium,0
1,2025-01-18,18.807256176691382,8.114908587977899,Clear,Medium,0
1,2025-01-19,30.50003333693521,14.088124113499688,Clear,Medium,0
1,2025-01-20,27.14076835080314,0.9202852189874706,Rain,Low,0
1,2025-01-21,20.147182769164985,1.1754760233070978,Rain,Low,1
1,2025-01-22,17.656962789263396,0.0,Clear,Low,0
1,2025-01-23,26.514563767366667,3.292533605016926,Rain,Low,0
1,2025-01-24,35.038486517976885,0.0,Rain,Medium,0
1,2025-01-25,19.98929039739847,6.070574529922967,Storm,Medium,0
1,2025-01-26,21.852079891024893,1.5485311886197284,Rain,High,0
1,2025-01-27,25.401766760217154,0.0,Storm,Medium,0
1,2025-01-28,28.280026170489904,0.0,Rain,Medium,1
1,2025-01-29,16.21160581189556,8.19965191145163,Fog,Medium,0
1,2025-01-30,24.555933000362288,0.0,Clear,Medium,0
1,2025-01-31,23.014080609023114,3.45626465276071,Storm,Low,0
1,2025-02-01,16.23373909243553,0.0,Fog,Medium,0
1,2025-02-02,22.750850600311253,7.935375299686405,Clear,Low,0
1,2025-02-03,22.259205312150513,7.494176876850417,Fog,Low,0
1,2025-02-04,37.06237762670341,0.0,Storm,Medium,0
1,2025-02-05,31.031642731421744,0.0,Storm,Medium,0
1,2025-02-06,38.899501470651806,0.0,Storm,High,0
1,2025-02-07,25.545745888066335,12.451508642848173,Storm,High,0
1,2025-02-08,31.51174303411078,0.0,Rain,Medium,0
1,2025-02-09,36.2460651149256,3.6320309524265912,Fog,Medium,0
1,2025-02-10,35.698123863632816,6.654036602997042,Fog,Medium,0
1,2025-02-11,26.814396326096393,0.0,Clear,Medium,0
1,2025-02-12,18.93428958374776,0.0,Rain,Low,0
1,2025-02-13,25.112276611297737,0.0,Rain,High,0
1,2025-02-14,30.5376827784521,10.045818144773904,Clear,Medium,0
1,2025-02-15,35.897210203156064,11.265383633369424,Storm,Low,0
1,2025-02-16,21.262073668744087,0.0,Rain,Medium,0
1,2025-02-17,15.910636082543004,13.624022887588952,Clear,Low,0
1,2025-02-18,33.69129561412444,18.155082909401038,Storm,High,0
1,2025-02-19,25.04533646504238,7.104962989215036,Storm,Low,1
1,2025-02-20,24.587028064376064,9.40519606380916,Rain,Low,0
1,2025-02-21,26.355360494131187,0.0,Storm,High,0
1,2025-02-22,26.215814790443353,25.358735351817927,Fog,Medium,0
1,2025-02-23,15.449703289309692,9.689780781484677,Rain,High,0
1,2025-02-24,33.23803554941096,15.547778142766568,Clear,Medium,0
1,2025-02-25,21.819847317496144,4.639789642455601,Rain,Low,0
1,2025-02-26,21.17413531167656,5.314915622619957,Fog,Medium,0
1,2025-02-27,26.251298263847303,11.900736763366126,Storm,Low,0
1,2025-02-28,18.871067040505686,0.2214760396482509,Fog,Low,1
1,2025-03-01,20.536272284331126,0.0,Clear,Low,0
1,2025-03-02,30.93511530652959,21.435415091205293,Storm,Low,0
1,2025-03-03,26.501602918689045,8.911278769327263,Rain,Medium,0
1,2025-03-04,31.349855535506208,0.0,Clear,High,0
1,2025-03-05,33.90010604435193,14.480843874360897,Clear,Low,0
1,2025-03-06,29.81207484753991,9.094385306422524,Fog,Medium,1
1,2025-03-07,39.904092329256585,2.233282282808546,Rain,Low,0
1,2025-03-08,15.704783511180555,9.861685979665005,Storm,Medium,0
1,2025-03-09,17.627438755340957,1.7470107567643591,Storm,Low,0
1,2025-03-10,37.702092176496365,11.595314695891384,Storm,Medium,0
1,2025-03-11,34.60699537386422,22.665118003276337,Storm,Medium,0
1,2025-03-12,16.761516941673957,0.0,Storm,Medium,1
1,2025-03-13,28.853154083956856,0.0,Rain,Low,0
1,2025-03-14,33.46347598689769,8.278110735741233,Storm,Medium,0
1,2025-03-15,31.405074509340164,14.524781569528054,Clear,Medium,0
1,2025-03-16,38.33982859253129,14.533975332379796,Rain,Medium,0
1,2025-03-17,22.65489801205203,13.262314899624682,Storm,Low,1
1,2025-03-18,37.255516763863895,12.864062119958165,Storm,Medium,0
1,2025-03-19,22.192960862250732,0.0,Fog,Medium,0
1,2025-03-20,30.730479825207304,15.721967159384873,Storm,Medium,0
1,2025-03-21,33.90583974540533,15.122244234538329,Rain,Low,0
1,2025-03-22,37.17078848672398,18.78467355453808,Storm,Low,1
1,2025-03-23,31.315050380386,0.0,Rain,Low,0
1,2025-03-24,20.840619091214165,18.854863405180886,Clear,Medium,0
1,2025-03-25,26.784162110196085,0.5262675015878457,Rain,Medium,0
1,2025-03-26,30.12678133594359,0.0,Rain,Medium,0
1,2025-03-27,37.16538722473389,33.243305910030465,Fog,Low,0
1,2025-03-28,38.31109945943377,3.5105270510027924,Rain,High,0
1,2025-03-29,37.87708333395187,10.086578042798411,Storm,Low,0
1,2025-03-30,25.165913172124263,17.551457883749038,Fog,High,0
1,2025-03-31,16.781458316205697,0.023274765709605738,Rain,Low,0
1,2025-04-01,29.143682663778648,7.853993767216869,Storm,Medium,1
1,2025-04-02,25.96711757249484,6.399937426364346,Fog,Medium,0
1,2025-04-03,39.3013368655872,3.9503229243637605,Fog,Low,0
1,2025-04-04,22.11719403860679,11.127907415832897,Storm,Medium,0
1,2025-04-05,30.329259018577925,8.738371450016698,Storm,High,0
1,2025-04-06,15.561231210783117,13.515763202461846,Fog,Medium,0
1,2025-04-07,16.176529946923687,13.567374214704584,Rain,Low,0
1,2025-04-08,26.00554315640413,8.980482165092624,Storm,Low,1
1,2025-04-09,23.016568868410808,0.0,Storm,High,1
1,2025-04-10,34.64172874694548,5.730581921495625,Storm,Low,0
1,2025-04-11,15.010038600633496,0.5203866155002492,Rain,Medium,0
1,2025-04-12,18.15382740719542,0.0,Fog,Medium,0
1,2025-04-13,25.754397711107828,1.2089825165125272,Fog,Medium,1
1,2025-04-14,31.475867027475033,12.160457490404943,Clear,Low,0
1,2025-04-15,30.563734905327845,5.204171672129181,Clear,High,1
1,2025-04-16,28.870644912582655,0.0,Fog,Medium,0
1,2025-04-17,17.653250482725486,0.0,Rain,High,0
1,2025-04-18,23.726310611538786,4.735163717111713,Rain,Medium,0
1,2025-04-19,25.75791070105977,10.704211733607956,Fog,Low,0
1,2025-04-20,32.84752333491495,1.6856862871849714,Rain,Medium,0
1,2025-04-21,39.17163875733484,0.0,Storm,Low,0
1,2025-04-22,39.31566511081381,7.575331531289845,Fog,Medium,0
1,2025-04-23,38.722905454717875,7.050753392346299,Clear,Medium,0
1,2025-04-24,35.335172339116994,0.0,Rain,Low,0
1,2025-04-25,19.728467408168502,0.0,Clear,Low,0
1,2025-04-26,17.01771135484965,8.641085442426688,Clear,Low,0
1,2025-04-27,21.712501904937383,9.573242810867654,Fog,Medium,0
1,2025-04-28,23.745083862789485,25.98221474546747,Clear,Medium,0
1,2025-04-29,26.373769421049992,23.51054176849766,Storm,Medium,0
1,2025-04-30,15.337931792493002,2.382990061841635,Fog,Medium,0
1,2025-05-01,34.01161515690167,7.952325750406031,Fog,Low,0
1,2025-05-02,24.75215096950534,2.617663249443825,Rain,Medium,0
1,2025-05-03,27.331187325649644,0.0,Fog,Medium,0
1,2025-05-04,22.451439294870237,8.285698496773193,Rain,Medium,0
1,2025-05-05,16.967441879884976,0.0,Storm,Medium,0
1,2025-05-06,27.54600606389096,11.841632086089545,Rain,High,0
1,2025-05-07,32.185921523521685,0.0,Fog,Low,0
1,2025-05-08,33.045010538746396,2.2028471067962743,Storm,Low,0
1,2025-05-09,28.414454750715507,2.635511632641406,Storm,Low,0
1,2025-05-10,32.24096299147266,3.803803756312287,Clear,Low,0
1,2025-05-11,29.310193149194127,0.0,Fog,Medium,0
1,2025-05-12,23.318353849596388,0.0,Clear,Medium,0
1,2025-05-13,26.16721804361662,12.209969529056359,Clear,Medium,0
1,2025-05-14,22.47157971967169,0.0,Clear,Low,0
1,2025-05-15,19.90585704219639,0.0,Clear,Low,0
1,2025-05-16,28.178709540631615,20.723062561857773,Fog,Medium,0
1,2025-05-17,31.644610036721772,1.651970125554981,Clear,Medium,0
1,2025-05-18,36.07374982847767,0.0,Storm,Low,0
1,2025-05-19,21.990035816128294,8.348944417522922,Fog,Medium,0
1,2025-05-20,38.89098654308554,0.0,Fog,Medium,0
1,2025-05-21,21.40052932653783,0.0,Clear,High,0
1,2025-05-22,31.924418807775712,8.21291470757388,Storm,High,1
1,2025-05-23,30.19406921858561,0.0,Storm,High,0
1,2025-05-24,30.273987485806366,0.17658424787263272,Storm,Medium,0
1,2025-05-25,24.588362810849425,9.509626347764769,Rain,Medium,0
1,2025-05-26,23.404006443612996,15.067300712270647,Storm,High,0
1,2025-05-27,24.95625587158532,25.91576369778548,Rain,Medium,0
1,2025-05-28,17.377341192768238,4.646099218261749,Fog,Low,0
1,2025-05-29,27.408069282109473,21.713475754374763,Clear,High,1
1,2025-05-30,37.094050386450796,0.0,Storm,Low,0
1,2025-05-31,23.42119253617882,15.886147013193522,Fog,Medium,0
1,2025-06-01,36.67699992896059,7.094619697301969,Clear,Medium,0
1,2025-06-02,35.822339872180734,11.441237678501087,Fog,Low,0
1,2025-06-03,29.03694859341692,5.819888138247194,Fog,High,1
1,2025-06-04,15.564214580059428,7.537067194918132,Rain,Medium,0
1,2025-06-05,33.70902083571549,0.0,Clear,Low,0
1,2025-06-06,27.645230564808244,21.73441885622985,Rain,Medium,0
1,2025-06-07,21.851039742606897,9.417467363775572,Clear,Medium,0
1,2025-06-08,17.116218839615726,2.079246983934569,Storm,Medium,0
1,2025-06-09,15.915742439970485,0.9624463282097349,Fog,Medium,0
1,2025-06-10,24.84204714976532,6.365973955887524,Rain,High,0
1,2025-06-11,20.96067947383709,5.253852779722717,Fog,High,0
1,2025-06-12,38.64183842627011,22.344330917873865,Fog,Medium,0
1,2025-06-13,31.891101596622214,0.0,Storm,Medium,0
1,2025-06-14,35.265096206504026,13.511240983802379,Fog,Medium,0
1,2025-06-15,24.814693759027783,17.238559185425935,Storm,High,0
1,2025-06-16,35.516039008861966,3.9131228341334756,Fog,Medium,0
1,2025-06-17,22.450983302361273,1.2172345542259153,Fog,Low,0
1,2025-06-18,32.85968905093231,7.398577458492966,Fog,Medium,0
1,2025-06-19,31.899812243908503,9.863099933502216,Storm,Medium,0
1,2025-06-20,25.43620709741156,6.654893931225603,Clear,Medium,1
1,2025-06-21,16.19597031267597,22.461537795510573,Fog,High,0
1,2025-06-22,39.755563365376844,0.0,Clear,Medium,1
1,2025-06-23,36.015816120478135,10.187930174517213,Storm,Low,0
1,2025-06-24,23.411258795437753,0.0,Storm,High,0
1,2025-06-25,26.821983055263626,0.0,Fog,Medium,0
1,2025-06-26,33.61048134533315,4.4127957289537125,Fog,Medium,0
1,2025-06-27,33.23792321432805,9.465365069407115,Clear,Medium,0
1,2025-06-28,37.242185314291625,14.050665483595475,Storm,Medium,0
1,2025-06-29,28.182991989996495,3.656189318199375,Rain,High,0
2,2025-01-01,16.09617131241575,15.715159355810385,Storm,Medium,0
2,2025-01-02,39.35873641310077,0.0,Clear,Medium,0
2,2025-01-03,19.117943673574523,6.51231072166842,Fog,Medium,0
2,2025-01-04,34.47513484810094,24.63085884681505,Rain,Low,0
2,2025-01-05,35.30793331785297,13.202323983059841,Fog,Low,0
2,2025-01-06,18.910672970540478,13.173062037383263,Rain,Low,0
2,2025-01-07,34.44694263842193,0.0,Clear,Low,0
2,2025-01-08,35.89457677136503,5.056358302968528,Clear,Medium,0
2,2025-01-09,29.03389560473345,5.745095938267726,Fog,Medium,1
2,2025-01-10,28.068266951421364,15.256321138725824,Clear,Low,0
2,2025-01-11,38.43875843518346,28.210039960618047,Fog,Medium,0
2,2025-01-12,21.807141517703357,11.034780416679837,Storm,Medium,0
2,2025-01-13,35.94603452263796,10.764513451224227,Storm,Low,0
2,2025-01-14,36.11979344664779,0.0,Fog,Medium,0
2,2025-01-15,39.91708194836699,12.388232834503654,Rain,Medium,0
2,2025-01-16,23.505405961383367,17.803323038717284,Rain,Medium,0
2,2025-01-17,36.019626798477866,4.04888352299234,Fog,Low,0
2,2025-01-18,16.38374473045238,1.6696238094623834,Storm,Low,1
2,2025-01-19,25.647328875917047,5.3372310292137515,Storm,Low,0
2,2025-01-20,29.17581958753069,8.028832767193023,Rain,Low,0
2,2025-01-21,25.61431517964889,5.721532368217614,Fog,Low,1
2,2025-01-22,24.62906569431351,12.38237230816162,Rain,Low,0
2,2025-01-23,37.86541136287978,11.245823093172438,Rain,Low,0
2,2025-01-24,18.336721982053213,0.0,Storm,Medium,0
2,2025-01-25,29.985763550690542,10.342078623746747,Rain,High,0
2,2025-01-26,26.14446868898676,0.0,Fog,Low,0
2,2025-01-27,21.18015184347192,0.0,Clear,Medium,0
2,2025-01-28,15.363353381649766,13.832325753089801,Fog,Low,0
2,2025-01-29,32.83304323753181,16.71810143273845,Fog,Medium,0
2,2025-01-30,31.200791433271544,19.980976334877845,Storm,Medium,0
2,2025-01-31,21.22358811992182,0.0,Storm,Medium,0
2,2025-02-01,33.73998602801906,0.0,Clear,Medium,0
2,2025-02-02,15.770615467484257,4.834315901774799,Storm,High,0
2,2025-02-03,31.972521055755184,11.833245115160919,Storm,Medium,0
2,2025-02-04,25.722185783755265,17.90548225767958,Storm,Low,0
2,2025-02-05,32.02293031543128,13.651565501202622,Storm,Low,0
2,2025-02-06,18.076303089758124,12.245917787231225,Fog,High,0
2,2025-02-07,25.380343917108267,9.4848545419644,Storm,Low,0
2,2025-02-08,20.747959271540815,0.0,Clear,Medium,0
2,2025-02-09,30.77585439280122,6.084124733529013,Rain,Medium,0
2,2025-02-10,33.1894830533736,16.35947845943822,Storm,Low,0
2,2025-02-11,24.809552523318033,3.460023348021683,Fog,Low,0
2,2025-02-12,20.15506789754447,27.383531617708616,Rain,High,0
2,2025-02-13,25.278723308503466,0.0,Storm,Medium,0
2,2025-02-14,26.617236711129124,9.168015744831138,Storm,High,0
2,2025-02-15,37.81968463466313,16.671207880032973,Clear,Medium,0
2,2025-02-16,34.756497598542346,4.597471015791718,Rain,Medium,0
2,2025-02-17,31.53619541532753,0.0,Storm,Low,0
2,2025-02-18,19.953268545589424,0.0,Storm,Low,0
2,2025-02-19,34.41217203289167,0.0,Storm,High,0
2,2025-02-20,28.38804790214909,25.548546198131667,Fog,Low,0
2,2025-02-21,25.399740199381043,10.825450545031773,Rain,Medium,0
2,2025-02-22,37.19544100839548,0.2344857678075858,Storm,Medium,0
2,2025-02-23,35.638270583668735,0.0,Storm,High,0
2,2025-02-24,27.265339397454976,9.66755204838579,Clear,Medium,0
2,2025-02-25,25.19906505514316,12.900154089781791,Clear,Low,0
2,2025-02-26,35.07832722340615,7.912027551380325,Storm,Low,0
2,2025-02-27,31.729591304978577,1.3642670508497092,Storm,Medium,0
2,2025-02-28,15.058686846686328,12.916542060935257,Storm,Medium,0
2,2025-03-01,17.701937341659708,0.0,Storm,Medium,0
2,2025-03-02,16.989703684301062,0.0,Rain,Medium,0
2,2025-03-03,39.4355736928437,9.977883094177773,Storm,Low,0
2,2025-03-04,27.743926672521788,0.0,Fog,Low,0
2,2025-03-05,31.19555762061089,15.931229758819565,Clear,Low,0
2,2025-03-06,18.521715098771534,19.164117917002926,Storm,Medium,0
2,2025-03-07,19.28495780811881,12.732399866657591,Rain,Medium,0
2,2025-03-08,37.34435469404862,25.350091093347892,Fog,High,0
2,2025-03-09,34.082690380305266,8.582066338703747,Fog,Medium,0
2,2025-03-10,26.711530927177165,0.9671220808906131,Clear,Medium,0
2,2025-03-11,38.39539060277865,5.8452698378432455,Clear,High,0
2,2025-03-12,19.040942344614795,5.3647217665420905,Clear,Medium,0
2,2025-03-13,15.45929136345261,14.110273089999275,Clear,Medium,0
2,2025-03-14,20.275167292688153,0.0,Fog,Medium,0
2,2025-03-15,35.9742774168517,11.988156702804762,Clear,Medium,0
2,2025-03-16,31.369393782106506,0.0,Rain,Medium,1
2,2025-03-17,30.68491388289616,0.0,Storm,Medium,1
2,2025-03-18,17.612007918848953,14.588163064676724,Clear,High,0
2,2025-03-19,25.116125711002482,16.27686294516429,Fog,Medium,0
2,2025-03-20,32.33774592615801,25.737786828032835,Storm,Medium,0
2,2025-03-21,22.512218965815972,0.0,Rain,Medium,0
2,2025-03-22,37.352284231446134,17.334060763526693,Fog,Medium,0
2,2025-03-23,33.62862024569551,4.9231100427863055,Rain,High,0
2,2025-03-24,28.110908646443733,0.0,Rain,Medium,0
2,2025-03-25,36.86036385491197,16.230392976314654,Clear,Low,0
2,2025-03-26,36.377735549936006,6.390286869531256,Clear,Medium,1
2,2025-03-27,37.19648374338882,4.548771096759483,Storm,Medium,0
2,2025-03-28,32.68807047445107,14.733659524856144,Clear,Medium,0
2,2025-03-29,31.069341540457312,11.238959430765766,Rain,Medium,0
2,2025-03-30,21.427962599967362,0.0,Clear,Low,0
2,2025-03-31,18.24747011342027,2.6472609002756107,Clear,Medium,0
2,2025-04-01,35.831782050896194,11.24287956648842,Storm,Medium,1
2,2025-04-02,38.786065972183295,0.0,Storm,Low,0
2,2025-04-03,17.637841160030028,16.188945979306695,Clear,Medium,0
2,2025-04-04,20.742557884053358,17.744284266875816,Rain,High,0
2,2025-04-05,29.64657626319804,5.292689839048267,Clear,High,0
2,2025-04-06,33.70584291233773,9.313450998777634,Storm,Medium,0
2,2025-04-07,39.70655287857967,0.0,Fog,High,1
2,2025-04-08,25.697867254694636,3.734811030460497,Fog,Medium,0
2,2025-04-09,27.49046029996905,0.0,Storm,Medium,0
2,2025-04-10,35.67017781952582,22.275520426206818,Rain,Medium,0
2,2025-04-11,30.722628623090376,8.301137904709437,Clear,Medium,0
2,2025-04-12,21.55762328461099,0.0,Clear,High,0
2,2025-04-13,34.459297613637276,8.596491578821158,Clear,Medium,0
2,2025-04-14,22.764425388769684,5.829205593095799,Clear,High,0
2,2025-04-15,22.196987583371115,8.64561477355457,Storm,Low,0
2,2025-04-16,32.717020962797626,0.0,Rain,Medium,1
2,2025-04-17,23.023385957986008,7.277670014048717,Clear,Low,0
2,2025-04-18,17.639959900653523,0.0,Storm,Low,0
2,2025-04-19,24.62396806593893,18.528005348967252,Clear,Medium,0
2,2025-04-20,33.049424044963274,0.3342592879722339,Clear,Medium,0
2,2025-04-21,16.306716689039913,0.0,Storm,Medium,0
2,2025-04-22,19.972292573450435,23.29329663527278,Storm,Low,0
2,2025-04-23,22.203803394435077,12.841464163534985,Clear,Low,0
2,2025-04-24,22.367871171411718,0.0,Storm,Low,1
2,2025-04-25,22.22024924885224,0.6030004906419126,Clear,Medium,0
2,2025-04-26,15.493143661579387,0.0,Rain,Medium,0
2,2025-04-27,20.18206306374339,0.0,Fog,Medium,0
2,2025-04-28,29.175308135504306,0.0,Fog,Low,0
2,2025-04-29,38.423731347717386,20.125307023025506,Rain,Medium,1
2,2025-04-30,26.689723712469167,0.0,Storm,Low,0
2,2025-05-01,34.01898270967375,5.375748593358656,Clear,Medium,0
2,2025-05-02,32.21612630660975,1.8530917121190753,Storm,Low,0
2,2025-05-03,36.78192470302893,2.1570988944666163,Storm,Medium,1
2,2025-05-04,34.03647083590397,12.534043708791854,Storm,Medium,0
2,2025-05-05,26.296726116306946,9.02268077201298,Rain,Medium,0
2,2025-05-06,37.730809411537535,18.2099578954071,Rain,Medium,0
2,2025-05-07,32.75433166475402,0.0,Clear,Medium,0
2,2025-05-08,16.014899632559334,0.0,Storm,Medium,1
2,2025-05-09,39.462649173317246,15.653762722596028,Fog,Low,0
2,2025-05-10,23.191374092090392,2.419544843888385,Clear,Low,0
2,2025-05-11,33.96009182585508,18.054024262651662,Storm,Low,0
2,2025-05-12,27.36885601089259,0.0,Clear,Medium,0
2,2025-05-13,33.55502522802831,0.0,Clear,Medium,0
2,2025-05-14,20.644076871875704,8.393558127562203,Storm,High,0
2,2025-05-15,29.694885126659305,3.0263239299051072,Rain,Medium,0
2,2025-05-16,26.17901261326659,16.672090836471583,Fog,Medium,0
2,2025-05-17,19.73402189479657,10.78928648571235,Storm,High,0
2,2025-05-18,20.19426573599321,9.600423238604662,Clear,Medium,0
2,2025-05-19,32.71691799913768,0.0,Storm,Medium,0
2,2025-05-20,30.411521955719937,0.08121307950346246,Storm,Low,0
2,2025-05-21,30.127540555928768,0.0,Storm,Low,0
2,2025-05-22,16.480582634915187,0.0,Fog,Low,0
2,2025-05-23,20.15184449842938,0.0,Storm,Medium,0
2,2025-05-24,28.965558421654734,4.033704638033276,Fog,Medium,0
2,2025-05-25,30.486126845453832,1.971147562010069,Rain,Medium,0
2,2025-05-26,19.249745325440934,18.460997945142577,Clear,Medium,0
2,2025-05-27,35.539442294020944,0.0,Storm,Low,0
2,2025-05-28,16.127221400134747,7.2036754883800365,Rain,Low,0
2,2025-05-29,31.165528341438883,6.587560509375429,Fog,High,0
2,2025-05-30,37.303822921749024,16.56006669451127,Clear,Low,0
2,2025-05-31,35.31732608439456,1.3481738370626548,Rain,Medium,0
2,2025-06-01,31.270067253584493,0.0,Clear,Medium,0
2,2025-06-02,17.82749348559556,2.842128736717804,Rain,Medium,0
2,2025-06-03,26.720473950381034,0.0,Rain,Low,0
2,2025-06-04,29.387525461726476,10.21691259580983,Clear,Medium,0
2,2025-06-05,35.74171700662738,0.0,Storm,Medium,1
2,2025-06-06,23.331043513768194,0.0,Storm,Medium,1
2,2025-06-07,33.65635862865721,6.87800338042522,Storm,Medium,0
